Date : 2023-08-29 20:12:03
Directory : /Users/sbukhari/Sandbox/CProgram/ASTanalysis
Total : 4163 files,  332580 codes, 38887 comments, 22538 blanks, all 394005 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a2ab1ed3-1881-42af-b18d-1197d0ea95ae/api_report.json                                   | JSON     |         14 |          0 |          1 |         15 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a2ab1ed3-1881-42af-b18d-1197d0ea95ae/list.c                                            | C        |        120 |         67 |         21 |        208 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a2ab1ed3-1881-42af-b18d-1197d0ea95ae/orig_testsuite.json                               | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a2ab1ed3-1881-42af-b18d-1197d0ea95ae/orig_testsuite_asan.json                          | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a2ab1ed3-1881-42af-b18d-1197d0ea95ae/orig_testsuite_asan_noleak.json                   | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a2ab1ed3-1881-42af-b18d-1197d0ea95ae/parts/gen_list_add_item_at_pos.c                  | C        |         18 |         18 |          5 |         41 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a2ab1ed3-1881-42af-b18d-1197d0ea95ae/parts/gen_list_cost_sum.c                         | C        |         18 |          8 |          5 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a2ab1ed3-1881-42af-b18d-1197d0ea95ae/parts/gen_list_deduplicate.c                      | C        |         18 |         10 |          5 |         33 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a2ab1ed3-1881-42af-b18d-1197d0ea95ae/parts/gen_list_find_highest_price_item_position.c | C        |         18 |          8 |          5 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a2ab1ed3-1881-42af-b18d-1197d0ea95ae/parts/gen_list_init.c                             | C        |         19 |          6 |          6 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a2ab1ed3-1881-42af-b18d-1197d0ea95ae/parts/gen_list_item_to_string.c                   | C        |         17 |         11 |          5 |         33 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a2ab1ed3-1881-42af-b18d-1197d0ea95ae/parts/gen_list_load.c                             | C        |         18 |         12 |          5 |         35 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a2ab1ed3-1881-42af-b18d-1197d0ea95ae/parts/gen_list_print.c                            | C        |         22 |         20 |          5 |         47 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a2ab1ed3-1881-42af-b18d-1197d0ea95ae/parts/gen_list_remove_item_at_pos.c               | C        |         18 |          8 |          5 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a2ab1ed3-1881-42af-b18d-1197d0ea95ae/parts/gen_list_save.c                             | C        |         18 |         11 |          5 |         34 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a2ab1ed3-1881-42af-b18d-1197d0ea95ae/parts/gen_list_swap_item_positions.c              | C        |         17 |          8 |          5 |         30 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a2ab1ed3-1881-42af-b18d-1197d0ea95ae/parts/gen_list_update_item_at_pos.c               | C        |         17 |          8 |          5 |         30 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a2ab1ed3-1881-42af-b18d-1197d0ea95ae/ref_testsuite.json                                | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a2ab1ed3-1881-42af-b18d-1197d0ea95ae/ref_testsuite_asan.json                           | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a2ab1ed3-1881-42af-b18d-1197d0ea95ae/ref_testsuite_asan_noleak.json                    | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a391803d-b2e8-47cd-8319-305aae3983bc/api_report.json                                   | JSON     |         14 |          0 |          1 |         15 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a391803d-b2e8-47cd-8319-305aae3983bc/list.c                                            | C        |        263 |         91 |         31 |        385 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a391803d-b2e8-47cd-8319-305aae3983bc/orig_testsuite.json                               | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a391803d-b2e8-47cd-8319-305aae3983bc/orig_testsuite_asan.json                          | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a391803d-b2e8-47cd-8319-305aae3983bc/orig_testsuite_asan_noleak.json                   | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a391803d-b2e8-47cd-8319-305aae3983bc/parts/gen_list_add_item_at_pos.c                  | C        |         18 |         20 |          6 |         44 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a391803d-b2e8-47cd-8319-305aae3983bc/parts/gen_list_cost_sum.c                         | C        |         24 |         12 |          7 |         43 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a391803d-b2e8-47cd-8319-305aae3983bc/parts/gen_list_deduplicate.c                      | C        |         55 |         18 |          6 |         79 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a391803d-b2e8-47cd-8319-305aae3983bc/parts/gen_list_find_highest_price_item_position.c | C        |         18 |         10 |          6 |         34 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a391803d-b2e8-47cd-8319-305aae3983bc/parts/gen_list_init.c                             | C        |         19 |          8 |          7 |         34 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a391803d-b2e8-47cd-8319-305aae3983bc/parts/gen_list_item_to_string.c                   | C        |         22 |         16 |          6 |         44 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a391803d-b2e8-47cd-8319-305aae3983bc/parts/gen_list_load.c                             | C        |         47 |         21 |          6 |         74 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a391803d-b2e8-47cd-8319-305aae3983bc/parts/gen_list_print.c                            | C        |         17 |         22 |          6 |         45 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a391803d-b2e8-47cd-8319-305aae3983bc/parts/gen_list_remove_item_at_pos.c               | C        |         18 |         10 |          6 |         34 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a391803d-b2e8-47cd-8319-305aae3983bc/parts/gen_list_save.c                             | C        |         29 |         17 |          7 |         53 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a391803d-b2e8-47cd-8319-305aae3983bc/parts/gen_list_swap_item_positions.c              | C        |         17 |         10 |          6 |         33 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a391803d-b2e8-47cd-8319-305aae3983bc/parts/gen_list_update_item_at_pos.c               | C        |         17 |         10 |          6 |         33 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a391803d-b2e8-47cd-8319-305aae3983bc/ref_testsuite.json                                | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a391803d-b2e8-47cd-8319-305aae3983bc/ref_testsuite_asan.json                           | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a391803d-b2e8-47cd-8319-305aae3983bc/ref_testsuite_asan_noleak.json                    | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a3edd088-a9ab-4b80-ae98-01ffcfca615b/api_report.json                                   | JSON     |         14 |          0 |          1 |         15 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a3edd088-a9ab-4b80-ae98-01ffcfca615b/list.c                                            | C        |        122 |         85 |         28 |        235 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a3edd088-a9ab-4b80-ae98-01ffcfca615b/orig_testsuite.json                               | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a3edd088-a9ab-4b80-ae98-01ffcfca615b/orig_testsuite_asan.json                          | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a3edd088-a9ab-4b80-ae98-01ffcfca615b/orig_testsuite_asan_noleak.json                   | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a3edd088-a9ab-4b80-ae98-01ffcfca615b/parts/gen_list_add_item_at_pos.c                  | C        |         33 |         23 |          5 |         61 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a3edd088-a9ab-4b80-ae98-01ffcfca615b/parts/gen_list_cost_sum.c                         | C        |         18 |          8 |          5 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a3edd088-a9ab-4b80-ae98-01ffcfca615b/parts/gen_list_deduplicate.c                      | C        |         18 |         10 |          5 |         33 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a3edd088-a9ab-4b80-ae98-01ffcfca615b/parts/gen_list_find_highest_price_item_position.c | C        |         18 |          8 |          5 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a3edd088-a9ab-4b80-ae98-01ffcfca615b/parts/gen_list_init.c                             | C        |         19 |          6 |          6 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a3edd088-a9ab-4b80-ae98-01ffcfca615b/parts/gen_list_item_to_string.c                   | C        |         17 |         11 |          5 |         33 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a3edd088-a9ab-4b80-ae98-01ffcfca615b/parts/gen_list_load.c                             | C        |         18 |         12 |          5 |         35 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a3edd088-a9ab-4b80-ae98-01ffcfca615b/parts/gen_list_print.c                            | C        |         23 |         20 |          5 |         48 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a3edd088-a9ab-4b80-ae98-01ffcfca615b/parts/gen_list_remove_item_at_pos.c               | C        |         18 |          8 |          5 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a3edd088-a9ab-4b80-ae98-01ffcfca615b/parts/gen_list_save.c                             | C        |         18 |         11 |          5 |         34 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a3edd088-a9ab-4b80-ae98-01ffcfca615b/parts/gen_list_swap_item_positions.c              | C        |         17 |          8 |          5 |         30 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a3edd088-a9ab-4b80-ae98-01ffcfca615b/parts/gen_list_update_item_at_pos.c               | C        |         28 |         14 |          6 |         48 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a3edd088-a9ab-4b80-ae98-01ffcfca615b/ref_testsuite.json                                | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a3edd088-a9ab-4b80-ae98-01ffcfca615b/ref_testsuite_asan.json                           | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a3edd088-a9ab-4b80-ae98-01ffcfca615b/ref_testsuite_asan_noleak.json                    | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a4b3a969-44a1-4cea-87f5-86393eb85908/api_report.json                                   | JSON     |         14 |          0 |          1 |         15 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a4b3a969-44a1-4cea-87f5-86393eb85908/list.c                                            | C        |        189 |         76 |         26 |        291 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a4b3a969-44a1-4cea-87f5-86393eb85908/orig_testsuite.json                               | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a4b3a969-44a1-4cea-87f5-86393eb85908/orig_testsuite_asan.json                          | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a4b3a969-44a1-4cea-87f5-86393eb85908/orig_testsuite_asan_noleak.json                   | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a4b3a969-44a1-4cea-87f5-86393eb85908/parts/gen_list_add_item_at_pos.c                  | C        |         44 |         20 |          6 |         70 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a4b3a969-44a1-4cea-87f5-86393eb85908/parts/gen_list_cost_sum.c                         | C        |         18 |          8 |          5 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a4b3a969-44a1-4cea-87f5-86393eb85908/parts/gen_list_deduplicate.c                      | C        |         18 |         10 |          6 |         34 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a4b3a969-44a1-4cea-87f5-86393eb85908/parts/gen_list_find_highest_price_item_position.c | C        |         36 |          8 |          5 |         49 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/a4b3a969-44a1-4cea-87f5-86393eb85908/parts/gen_list_init.c                             | C        |         19 |          6 |          6 |         31 |
